agency,borough,complaint_type,latitude,longitude
DOHMH,BROOKLYN,Rodent,40.612219816624304,-73.91883906133162
DOB,BROOKLYN,Elevator,40.63001647523674,-73.94584465849763
NYPD,MANHATTAN,Noise - Vehicle,40.833144148051844,-73.94461690446546
DOB,BROOKLYN,Building/Use,40.62286689900949,-73.90457907320051
NYPD,MANHATTAN,Noise - Commercial,40.82362624228102,-73.95248343347647
DOB,QUEENS,Building/Use,40.689157819118435,-73.8394523506141
NYPD,BROOKLYN,Blocked Driveway,40.67573544937064,-73.92909770628398
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.78788058985994,-73.94392509162194
DEP,BRONX,Water System,40.908149376640885,-73.9009207284453
DEP,QUEENS,Water System,40.7061848184492,-73.78765022999593
DEP,BROOKLYN,Noise,40.667180309021354,-73.95075289371398
NYPD,BRONX,Illegal Parking,40.82365347007462,-73.91413700293941
DEP,MANHATTAN,Water System,40.830847148310156,-73.94529816291146
DEP,BRONX,Water System,40.8865406499795,-73.91487674191704
NYPD,MANHATTAN,Homeless Encampment,40.744946941657,-73.99132424019209
NYPD,QUEENS,Noise - Residential,40.6903637448071,-73.84825874990794
NYPD,BROOKLYN,Illegal Parking,40.60690434935019,-73.99890876884115
DPR,QUEENS,Maintenance or Facility,40.75420089104253,-73.76063602056773
NYPD,QUEENS,Illegal Parking,40.724779868055364,-73.88864543900287
NYPD,QUEENS,Noise - Residential,40.6903637448071,-73.84825874990794
HPD,QUEENS,HEAT/HOT WATER,40.758123914829945,-73.82884714328377
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.750503445202064,-73.97886460586147
DSNY,MANHATTAN,Dirty Conditions,40.744946941657,-73.99132424019209
DOT,BRONX,Street Condition,40.87229894964077,-73.86386518997374
NYPD,BRONX,Abandoned Vehicle,40.906644220898855,-73.89967849463042
DPR,BROOKLYN,New Tree Request,40.58715032286654,-73.92098654008335
NYPD,MANHATTAN,Noise - Commercial,40.750503445202064,-73.97886460586147
NYPD,MANHATTAN,Noise - Commercial,40.82106420380565,-73.94368396152346
NYPD,BROOKLYN,Illegal Parking,40.68926895544534,-73.98597315941812
NYPD,MANHATTAN,Noise - Vehicle,40.750503445202064,-73.97886460586147
DOT,STATEN ISLAND,Street Light Condition,40.59161935201807,-74.1908102737845
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.80072948767821,-73.9400928668498
NYPD,MANHATTAN,Noise - Commercial,40.750503445202064,-73.97886460586147
NYPD,BRONX,Noise - Residential,40.87595416126845,-73.88056362416494
DPR,QUEENS,Damaged Tree,40.78333331964074,-73.79459002948302
NYPD,MANHATTAN,Noise - Commercial,40.750503445202064,-73.97886460586147
DEP,BROOKLYN,Water System,40.700317828336814,-73.92098585547843
DEP,BRONX,Sewer,40.90959468795938,-73.89960891970449
DEP,STATEN ISLAND,Noise,40.592424875459976,-74.09479412167478
DEP,BRONX,Water System,40.85851696580639,-73.85203241345353
DEP,BROOKLYN,Water System,40.71267121969665,-73.96297273139551
DSNY,BROOKLYN,Dirty Conditions,40.71360445479965,-73.9630227136078
DPR,QUEENS,Animal in a Park,40.773433204230585,-73.78564501488354
NYPD,QUEENS,Illegal Parking,40.73852726814003,-73.82944958957638
DHS,MANHATTAN,Homeless Person Assistance,40.71508134044143,-73.99248966793999
NYPD,QUEENS,Illegal Parking,40.73852726814003,-73.82944958957638
DSNY,BROOKLYN,Derelict Vehicles,40.59823005020613,-73.97167128576676
NYPD,BRONX,Noise - Street/Sidewalk,40.83261775884482,-73.92192728754577
NYPD,QUEENS,Illegal Parking,40.67916322421308,-73.7971858560987
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.66152639716285,-73.95153561226599
DEP,BROOKLYN,Noise,40.625102321487,-73.99845817069539
DSNY,BROOKLYN,Derelict Vehicles,40.67301052783897,-73.88838218940236
NYPD,QUEENS,Noise - Residential,40.60095283014628,-73.75097626302603
TLC,MANHATTAN,Taxi Report,40.7560313939548,-73.97902527873019
HPD,MANHATTAN,APPLIANCE,40.75228017825096,-73.97040388387528
NYPD,BRONX,Noise - Residential,40.82425910990604,-73.90931984135365
DSNY,BRONX,Dirty Conditions,40.89843282659925,-73.84973343023157
DPR,QUEENS,Damaged Tree,40.69857533207494,-73.78861212746855
NYPD,QUEENS,Noise - Residential,40.6903637448071,-73.84825874990794
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.750503445202064,-73.97886460586147
NYPD,MANHATTAN,Noise - Residential,40.79946743687249,-73.96938964798845
NYPD,QUEENS,Illegal Parking,40.73631127496952,-73.87846124685606
DPR,STATEN ISLAND,Damaged Tree,40.61910279411954,-74.13002437019412
NYPD,BRONX,Noise - Residential,40.877808714309005,-73.89985579930557
DOB,BROOKLYN,Building/Use,40.62286689900949,-73.90457907320051
NYPD,BRONX,Noise - Residential,40.879228024835,-73.87235263653268
DEP,MANHATTAN,Water System,40.78622548836646,-73.94386870759288
DEP,BRONX,Water System,40.8899253789202,-73.85930090931242
NYPD,BRONX,Noise - Street/Sidewalk,40.8329881625812,-73.92173171515171
NYPD,STATEN ISLAND,Noise - Street/Sidewalk,40.62583961595721,-74.07697344607519
NYPD,BRONX,Illegal Parking,40.82579480914113,-73.82663519590264
NYPD,MANHATTAN,Noise - Vehicle,40.750503445202064,-73.97886460586147
NYPD,QUEENS,Noise - Residential,40.66731295382096,-73.85451846551129
NYPD,BROOKLYN,Noise - Commercial,40.702848192704245,-73.93352303010037
NYPD,BRONX,Noise - Street/Sidewalk,40.83321037861189,-73.9215760657553
NYPD,MANHATTAN,Illegal Parking,40.71118874687481,-73.9867152076218
DOHMH,BROOKLYN,Poison Ivy,40.66818159406755,-73.9947334871441
NYPD,STATEN ISLAND,Noise - Street/Sidewalk,40.625845136880606,-74.0769266206392
NYPD,MANHATTAN,Noise - Residential,40.72557749670533,-73.97464412695044
DPR,BROOKLYN,New Tree Request,40.7150297591933,-73.94445532604568
NYPD,STATEN ISLAND,Noise - Street/Sidewalk,40.625847912995795,-74.07687979203382
NYPD,BRONX,Noise - Street/Sidewalk,40.83371614971809,-73.9148828940547
NYPD,QUEENS,Illegal Parking,40.70950415201742,-73.810165219198
DOT,MANHATTAN,Sidewalk Condition,40.70849886889913,-74.01337442909723
DEP,BROOKLYN,Air Quality,40.62286689900949,-73.90457907320051
DOT,BROOKLYN,Street Light Condition,40.680787806503616,-73.91957404067053
NYPD,QUEENS,Blocked Driveway,40.767273310216176,-73.87706178737102
DOT,MANHATTAN,Sidewalk Condition,40.70844122593389,-74.01339966589305
NYPD,QUEENS,Noise - Residential,40.77574806267802,-73.91943407875723
NYPD,MANHATTAN,Noise - Commercial,40.76092401464978,-73.96309029717675
TLC,MANHATTAN,Taxi Complaint,40.7560313939548,-73.97902527873019
DPR,BROOKLYN,New Tree Request,40.71483486553467,-73.94442302316037
DPR,BROOKLYN,New Tree Request,40.714930940856,-73.944440979353
DPR,BROOKLYN,New Tree Request,40.71488153168619,-73.94443380602263
NYPD,BRONX,Noise - Street/Sidewalk,40.83256290130185,-73.9219815565009
HPD,BRONX,PLUMBING,40.83261775884482,-73.92192728754577
DOT,MANHATTAN,Sidewalk Condition,40.70834515711727,-74.0134176810993
NYPD,BRONX,Bike/Roller/Skate Chronic,40.869230910709774,-73.89603614697147
NYPD,QUEENS,Noise - Street/Sidewalk,40.69599534565649,-73.78277097622183
NYPD,QUEENS,Abandoned Vehicle,40.69650375632156,-73.85460262608343
NYPD,BRONX,Noise - Residential,40.8587476839271,-73.86562454420242
DOB,BRONX,General Construction/Plumbing,40.89843282659925,-73.84973343023157
NYPD,QUEENS,Blocked Driveway,40.762202574273466,-73.86614059992174
NYPD,BRONX,Noise - Residential,40.831378946066906,-73.9289535299807
DEP,BRONX,Water System,40.82572370961881,-73.92715293451668
DEP,MANHATTAN,Lead,40.75430766422954,-73.96715092044785
DEP,BRONX,Noise,40.8247297886352,-73.8917698174625
DEP,BRONX,Water System,40.811954761388904,-73.9208135827544
NYPD,BRONX,Noise - Street/Sidewalk,40.85453828860193,-73.88425306423865
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.821931830084026,-73.93887424309315
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.67028561802885,-73.9148210968993
NYPD,BROOKLYN,Illegal Parking,40.59586772778884,-73.92928693796449
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.8460271885327,-73.93799188178106
NYPD,QUEENS,Blocked Driveway,40.66878410481394,-73.81272875487196
DPR,BROOKLYN,New Tree Request,40.71488154213078,-73.9444554495616
DPR,BROOKLYN,New Tree Request,40.71483213122081,-73.94444466897198
DPR,BROOKLYN,New Tree Request,40.71507643403963,-73.94448414529731
DPR,BROOKLYN,New Tree Request,40.715125843205016,-73.94449131868598
DPR,BROOKLYN,New Tree Request,40.71468664846834,-73.94442314674775
DPR,BROOKLYN,New Tree Request,40.715394852316535,-73.94453798936664
DPR,BROOKLYN,New Tree Request,40.714733312879595,-73.94443032233762
DOHMH,BRONX,Rodent,40.89843282659925,-73.84973343023157
NYPD,BRONX,Noise - Vehicle,40.83163280467354,-73.92251745821049
NYPD,BRONX,Illegal Parking,40.80920473801977,-73.80217204054776
NYPD,QUEENS,Noise - Residential,40.7377910747721,-73.85949226334307
NYPD,BRONX,Noise - Residential,40.86225965805171,-73.85771811447368
DEP,BROOKLYN,Air Quality,40.61671629093507,-73.97184713998183
DEP,BRONX,Water System,40.843687460672214,-73.90746455032101
NYPD,BRONX,Illegal Parking,40.89251508439504,-73.84542460967577
HPD,MANHATTAN,GENERAL,40.79228001583478,-73.97352445278834
DOHMH,QUEENS,Food Establishment,40.7432557985593,-73.91947337050158
NYPD,BROOKLYN,Noise - Residential,40.652706196344226,-73.94872377288779
NYPD,QUEENS,Illegal Parking,40.73338967422266,-73.78110472989002
NYPD,BROOKLYN,Noise - Residential,40.66726067669613,-73.93563479562397
NYPD,BRONX,Abandoned Vehicle,40.81209366610693,-73.85482696039276
NYPD,QUEENS,Abandoned Vehicle,40.74016772957408,-73.70426530077219
DOT,STATEN ISLAND,Sidewalk Condition,40.63527167367822,-74.1569735787794
HPD,MANHATTAN,GENERAL,40.82309090972954,-73.9404195954357
NYPD,QUEENS,Illegal Parking,40.73882683371209,-73.79905751575376
NYPD,QUEENS,Noise - Residential,40.67878983316761,-73.81849079017681
HPD,BRONX,ELECTRIC,40.835688567642045,-73.9296427790615
NYPD,MANHATTAN,Noise - Residential,40.82170599775753,-73.94272957353319
NYPD,BRONX,Noise - Residential,40.847491335302465,-73.91796285114786
DPR,BROOKLYN,Dead/Dying Tree,40.7139829354002,-73.94228105116416
DPR,BROOKLYN,Damaged Tree,40.701907066451994,-73.91338135015178
TLC,MANHATTAN,Taxi Complaint,40.76092853692368,-73.96913301834104
DOT,BROOKLYN,Street Light Condition,40.64166155212775,-73.99557154563837
DSNY,BRONX,Derelict Vehicles,40.81209366610693,-73.85482696039276
NYPD,BRONX,Noise - Vehicle,40.837450833761395,-73.92552829239517
DCA,MANHATTAN,Consumer Complaint,40.778659830649545,-73.95358068130537
NYPD,BRONX,Noise - Residential,40.84785402333414,-73.9110768386913
NYPD,MANHATTAN,Traffic,40.72362592175777,-74.00478745841919
NYPD,STATEN ISLAND,Abandoned Vehicle,40.636847998209255,-74.1661614488198
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.709497167836304,-73.9524854366195
NYPD,MANHATTAN,Noise - Residential,40.853271124646845,-73.9295771883617
DPR,QUEENS,Maintenance or Facility,40.75420089104253,-73.76063602056773
NYPD,QUEENS,Illegal Parking,40.75195422343371,-73.79395410537582
DOHMH,MANHATTAN,Mobile Food Vendor,40.70303408705855,-74.01299103142243
NYPD,QUEENS,Noise - Park,40.69248151071953,-73.79598419452344
DSNY,BROOKLYN,Derelict Vehicles,40.66662107012221,-73.87042369788179
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.86075839136903,-73.92912097889744
NYPD,BRONX,Noise - Street/Sidewalk,40.84804564816646,-73.8497062921234
NYPD,MANHATTAN,Noise - Residential,40.8052082927406,-73.95726823554386
DEP,BROOKLYN,Water System,40.68600431818723,-73.88021516702557
DEP,MANHATTAN,Noise,40.737014343994716,-73.98830860429466
NYPD,BRONX,Noise - Street/Sidewalk,40.85093683333473,-73.89234166332848
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.713076940128474,-73.98505914502994
NYPD,MANHATTAN,Noise - Vehicle,40.86078576277449,-73.92899803387179
HPD,BRONX,HEAT/HOT WATER,40.844476969066775,-73.89360988993974
NYPD,BRONX,Noise - Street/Sidewalk,40.81444013280825,-73.86593437808237
HPD,MANHATTAN,GENERAL,40.82309090972954,-73.9404195954357
NYPD,BROOKLYN,Noise - Commercial,40.70277417560335,-73.93368179444631
NYPD,BROOKLYN,Abandoned Vehicle,40.635010896533,-73.95615942664273
NYPD,MANHATTAN,Noise - Vehicle,40.80527422492799,-73.95742712809746
DPR,MANHATTAN,Maintenance or Facility,40.739397348644154,-74.00278943582924
DSNY,STATEN ISLAND,Derelict Vehicles,40.632720405245976,-74.12443770863399
NYPD,QUEENS,Illegal Parking,40.72520734929099,-73.87461391490065
NYPD,MANHATTAN,Noise - Residential,40.800242284447656,-73.93748191332803
NYPD,MANHATTAN,Traffic,40.72388379925021,-74.00726599741674
NYPD,BRONX,Noise - Residential,40.86151517229123,-73.90853876924595
NYPD,BROOKLYN,Illegal Parking,40.61051979275443,-73.93448656227936
HPD,MANHATTAN,HEAT/HOT WATER,40.79949788580488,-73.9416145612779
DOHMH,MANHATTAN,Rodent,40.738859410403606,-74.00038611542553
NYPD,MANHATTAN,Noise - Residential,40.84300720381994,-73.9365092582247
NYPD,QUEENS,Blocked Driveway,40.738700490041715,-73.8579891881414
NYPD,BRONX,Noise - Street/Sidewalk,40.81480168596072,-73.86529059318462
NYPD,QUEENS,Illegal Parking,40.70129141256496,-73.7613020544355
NYPD,BRONX,Noise - Street/Sidewalk,40.81804295591947,-73.91013036451011
DOT,STATEN ISLAND,Street Light Condition,40.53596727128644,-74.15704253543727
DEP,QUEENS,Sewer,40.640283224926435,-73.74353652802309
HPD,BRONX,APPLIANCE,40.87598073843474,-73.85144753300251
NYPD,MANHATTAN,Noise - Vehicle,40.75343880205395,-73.98715073117594
NYPD,BROOKLYN,Noise - Residential,40.65157681414056,-73.95213026497125
NYPD,BROOKLYN,Blocked Driveway,40.67708763351242,-73.91178763405827
NYPD,BRONX,Noise - Street/Sidewalk,40.813920678952506,-73.80732770197154
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.64713190020787,-74.00462341153786
DOT,MANHATTAN,Street Condition,40.715276462719075,-73.99959237751864
DEP,QUEENS,Noise,40.781999568442785,-73.81410384945022
DEP,BRONX,Water System,40.83960626614384,-73.91483560375222
NYPD,QUEENS,Illegal Parking,40.721467045772,-73.88053383638778
HPD,BRONX,PAINT/PLASTER,40.87598073843474,-73.85144753300251
HPD,MANHATTAN,DOOR/WINDOW,40.738859410403606,-74.00038611542553
HPD,BRONX,PLUMBING,40.858655463326826,-73.84669266089679
HPD,MANHATTAN,FLOORING/STAIRS,40.738859410403606,-74.00038611542553
DCA,QUEENS,Consumer Complaint,40.76331743530222,-73.92819585898128
NYPD,BRONX,Noise - Street/Sidewalk,40.85707169156922,-73.89890013636577
NYPD,BROOKLYN,Illegal Parking,40.6594204636939,-73.93860145713668
HPD,BRONX,PLUMBING,40.833739972872635,-73.92989057144507
NYPD,BROOKLYN,Illegal Parking,40.64579244018693,-73.99524335096372
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.65945870345684,-73.93825180861205
NYPD,STATEN ISLAND,Noise - Residential,40.63527162141239,-74.15900925090972
DEP,BROOKLYN,Noise,40.65167829037088,-73.95902794262759
DEP,BROOKLYN,Water System,40.70622648757625,-73.93264321120284
NYPD,QUEENS,Noise - Street/Sidewalk,40.7190060049748,-73.84663871262093
NYPD,BROOKLYN,Noise - Residential,40.67733945566432,-73.90740694833428
TLC,BROOKLYN,For Hire Vehicle Complaint,40.64579244018693,-73.99524335096372
DEP,QUEENS,Noise,40.791011772100674,-73.80007732261498
DSNY,BROOKLYN,Derelict Bicycle,40.7048164460518,-73.93396829982333
DPR,MANHATTAN,Animal in a Park,40.7708763142939,-73.98868535038683
DOT,BROOKLYN,Sidewalk Condition,40.627851954678185,-74.01228830945665
NYPD,QUEENS,Illegal Parking,40.74692371833938,-73.91320011465096
NYPD,BROOKLYN,Blocked Driveway,40.60600914196206,-74.00969850202084
NYPD,BRONX,Noise - Residential,40.834847421079104,-73.90491830085918
HPD,MANHATTAN,GENERAL,40.82309090972954,-73.9404195954357
NYPD,BROOKLYN,Illegal Parking,40.59073595672579,-73.98119072153081
NYPD,QUEENS,Blocked Driveway,40.758170487442676,-73.881103297765
NYPD,STATEN ISLAND,Illegal Parking,40.599607093556855,-74.07357263954731
NYPD,BROOKLYN,Illegal Parking,40.710000880721104,-73.93814367018958
NYPD,STATEN ISLAND,Blocked Driveway,40.588395416479116,-74.16330456167006
DEP,QUEENS,Noise,40.7945072848752,-73.80412624227907
NYPD,BROOKLYN,Noise - Residential,40.61170364807593,-73.98236616539009
NYPD,BRONX,Noise - Street/Sidewalk,40.82732822513619,-73.89090922557196
NYPD,BROOKLYN,Abandoned Vehicle,40.583973154884156,-73.93636670016043
NYPD,QUEENS,Noise - Residential,40.673726604594606,-73.84540896797577
NYPD,QUEENS,Illegal Parking,40.716280048247256,-73.86147475111744
NYPD,MANHATTAN,Noise - Residential,40.800242284447656,-73.93748191332803
DSNY,QUEENS,Missed Collection (All Materials),40.76171182916093,-73.80662681617555
NYPD,QUEENS,Blocked Driveway,40.68849906144498,-73.8627800845509
NYPD,MANHATTAN,Animal-Abuse,40.79192894535997,-73.94959885374493
NYPD,QUEENS,Illegal Parking,40.71581557115671,-73.86096708542675
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.65160575145139,-73.93310919375341
DOT,BROOKLYN,Curb Condition,40.67627651321712,-73.9576897334936
NYPD,STATEN ISLAND,Illegal Parking,40.57842853824579,-74.09214273763469
DEP,BRONX,Water System,40.8416292756316,-73.8809143809064
NYPD,BROOKLYN,Noise - Residential,40.69943154792478,-73.92989116320574
NYPD,BROOKLYN,Noise - Residential,40.71361817512928,-73.96301188442872
NYPD,STATEN ISLAND,Illegal Parking,40.59499216702535,-74.1645377609532
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.798192791891395,-73.95046093654615
NYPD,QUEENS,Noise - Commercial,40.77421342723465,-73.9080015677181
DEP,QUEENS,Noise,40.79230300094072,-73.80722774980956
DEP,MANHATTAN,Noise,40.70792868057897,-74.00354195711547
DPR,MANHATTAN,Violation of Park Rules,40.73093802766576,-73.99761502844063
DOT,BRONX,Street Light Condition,40.88964985836393,-73.83955767572559
HPD,BROOKLYN,PLUMBING,40.62812910484627,-74.01295843819537
HPD,BROOKLYN,PAINT/PLASTER,40.67595628653876,-73.91855600360496
NYPD,MANHATTAN,Noise - Vehicle,40.723996403290364,-74.00607545199601
NYPD,BROOKLYN,Illegal Parking,40.6089974799664,-73.98371745617905
NYPD,BRONX,Noise - Residential,40.86151517229123,-73.90853876924595
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.84754611970983,-73.93501938597953
NYPD,MANHATTAN,Illegal Parking,40.739702021128906,-74.0025729325237
DEP,MANHATTAN,Air Quality,40.76221799525506,-73.97874176445413
DEP,MANHATTAN,Noise,40.76320606642938,-73.97854651586094
DEP,BRONX,Water System,40.82695658164464,-73.87880515882512
NYPD,QUEENS,Noise - Residential,40.76468156702867,-73.91986261033918
NYPD,BRONX,Noise - Street/Sidewalk,40.848493527336174,-73.92247251665286
NYPD,BRONX,Noise - Street/Sidewalk,40.82142157992117,-73.8103770690217
NYPD,MANHATTAN,Noise - Residential,40.750112826887936,-73.99632947923503
DOT,BROOKLYN,Street Condition,40.63523325897057,-73.99548550138161
NYPD,QUEENS,Illegal Parking,40.72775772878134,-73.85406900817489
NYPD,BROOKLYN,Illegal Parking,40.635900548606095,-74.03481927536862
DOT,BROOKLYN,Street Light Condition,40.706107916863644,-73.95379350782274
DSNY,QUEENS,Derelict Vehicles,40.73292640106874,-73.8976163346797
NYPD,MANHATTAN,Homeless Encampment,40.779112347857584,-73.98153469199644
HPD,BRONX,PLUMBING,40.83234087868613,-73.91465338130473
NYPD,BROOKLYN,Illegal Parking,40.65467594110702,-73.98167725452656
NYPD,QUEENS,Illegal Parking,40.66037297529997,-73.85576988069664
NYPD,MANHATTAN,Noise - Commercial,40.8388111804014,-73.93767696356736
DEP,QUEENS,Lead,40.685986417728586,-73.80985357264284
DEP,BRONX,Water System,40.886375303946174,-73.91398004569092
DOT,QUEENS,Traffic Signal Condition,40.70204262831607,-73.85026266467501
DEP,BROOKLYN,Water System,40.700246392597535,-73.92088135260644
NYPD,BRONX,Noise - Street/Sidewalk,40.83163280467354,-73.92251745821049
NYPD,MANHATTAN,Vending,40.750625699978826,-73.98978237531263
NYPD,QUEENS,Noise - Commercial,40.682078088078974,-73.83682296639266
NYPD,QUEENS,Noise - Residential,40.67959857447193,-73.73341649905713
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.802753816734636,-73.95544212929333
NYPD,BROOKLYN,Noise - Residential,40.639472177353646,-74.0207146859508
NYPD,STATEN ISLAND,Noise - Residential,40.623967219444296,-74.08160390255297
DOB,MANHATTAN,Building/Use,40.72324713800021,-74.00495699358042
DPR,BROOKLYN,Violation of Park Rules,40.577607534848845,-73.94629033523653
NYPD,BRONX,Noise - Residential,40.88669533972989,-73.85092088508394
NYPD,BROOKLYN,Noise - Commercial,40.573499452851784,-73.98744091929755
NYPD,STATEN ISLAND,Noise - Residential,40.623967219444296,-74.08160390255297
DEP,MANHATTAN,Noise,40.82517659683741,-73.94536063631611
DEP,BROOKLYN,Air Quality,40.639018918049615,-73.95785027702586
DEP,BRONX,Water System,40.8510462341248,-73.91487156130975
DEP,BRONX,Water System,40.858655463326826,-73.84669266089679
NYPD,BROOKLYN,Illegal Parking,40.64811081047701,-73.9473543147448
NYPD,MANHATTAN,Noise - Commercial,40.71899007642863,-74.00330805878592
NYPD,QUEENS,Noise - Residential,40.742291413666955,-73.95935835443481
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.639018918049615,-73.95785027702586
NYPD,QUEENS,Noise - Residential,40.746214193062855,-73.9150307795162
DOT,BRONX,Traffic Signal Condition,40.828519305847,-73.84117935716411
DOT,BROOKLYN,Traffic Signal Condition,40.69314806434407,-73.99508130498434
NYPD,BROOKLYN,Noise - Residential,40.67266417396064,-73.89070797903321
NYPD,QUEENS,Illegal Parking,40.772853215382064,-73.90606105192461
HPD,BRONX,SAFETY,40.85672674385295,-73.8412023734185
NYPD,BROOKLYN,Noise - Residential,40.64860416014317,-73.96773270356002
DPR,BROOKLYN,Maintenance or Facility,40.64633599042687,-74.00188105380566
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.71368079233505,-73.98509508159593
NYPD,BRONX,Noise - Vehicle,40.83256290130185,-73.9219815565009
DPR,QUEENS,Damaged Tree,40.76430895363514,-73.8695441482838
DEP,QUEENS,Water System,40.70934629248152,-73.78296552744557
NYPD,QUEENS,Illegal Parking,40.66187303186037,-73.85689481311589
NYPD,STATEN ISLAND,Noise - Street/Sidewalk,40.596858763802096,-74.0788953165145
NYPD,STATEN ISLAND,Noise - Street/Sidewalk,40.623967219444296,-74.08160390255297
NYPD,MANHATTAN,Illegal Parking,40.739702021128906,-74.0025729325237
NYPD,QUEENS,Noise - Residential,40.693311378850844,-73.86809998815319
NYPD,BROOKLYN,Noise - Residential,40.670915721534136,-73.92083323361118
NYPD,BROOKLYN,Noise - Residential,40.64434874183544,-74.00303770331476
NYPD,BRONX,Noise - Street/Sidewalk,40.873824511237075,-73.87558837808942
NYPD,BRONX,Illegal Parking,40.83800423364504,-73.91603386694314
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.825120804287465,-73.94940750418269
NYPD,BROOKLYN,Noise - Residential,40.63821942108572,-73.95581502290973
DPR,BROOKLYN,Violation of Park Rules,40.57551522197744,-73.96579176027319
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.67101449556818,-73.90617925291212
NYPD,BROOKLYN,Illegal Parking,40.62364075699686,-74.01759376045959
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.71385638283016,-73.9845323188507
NYPD,QUEENS,Noise - Residential,40.692477634290846,-73.85938942193175
NYPD,QUEENS,Homeless Encampment,40.71328903354439,-73.87161712962649
NYPD,QUEENS,Blocked Driveway,40.69174501964101,-73.85958569146422
DOT,BROOKLYN,Street Light Condition,40.691158319189135,-73.93368613592119
DEP,MANHATTAN,Noise,40.73951165137508,-73.98474287842652
DEP,BROOKLYN,Water System,40.707593522846096,-73.95554180676132
NYPD,BRONX,Noise - Commercial,40.88096144891167,-73.90867836605273
DEP,QUEENS,Water Quality,40.74220629669614,-73.85860241906103
NYPD,BRONX,Abandoned Vehicle,40.82591716861092,-73.81528555169379
DCA,QUEENS,Consumer Complaint,40.74364166035954,-73.95887755839249
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.867207560668476,-73.91942812292207
DSNY,BROOKLYN,Derelict Vehicles,40.672317333808756,-73.87117688248969
NYPD,BRONX,Blocked Driveway,40.89006816357898,-73.85711607910514
NYPD,QUEENS,Illegal Parking,40.674614949768646,-73.7653342918879
NYPD,QUEENS,Noise - Residential,40.76388415208451,-73.87256286938803
HPD,BRONX,PAINT/PLASTER,40.83234087868613,-73.91465338130473
NYPD,BROOKLYN,Blocked Driveway,40.672317333808756,-73.87117688248969
NYPD,QUEENS,Noise - Commercial,40.75178638925487,-73.94792565667927
NYPD,BRONX,Illegal Parking,40.888899708826706,-73.91303643672053
DOT,BROOKLYN,Street Light Condition,40.677970704835076,-73.94057087787081
DEP,BRONX,Industrial Waste,40.820595852763134,-73.80897757942772
DEP,QUEENS,Noise,40.739192574908365,-73.87780644713042
TLC,QUEENS,Lost Property,40.64832048620134,-73.78828125130184
NYPD,BROOKLYN,Blocked Driveway,40.628052015053896,-73.91916925711577
NYPD,MANHATTAN,Noise - Vehicle,40.820030813015244,-73.95285090944701
HPD,QUEENS,FLOORING/STAIRS,40.767996464576456,-73.91498493836524
NYPD,BROOKLYN,Noise - Residential,40.685593054188985,-73.98136948838074
NYPD,BROOKLYN,Noise - Commercial,40.573499452851784,-73.98744091929755
NYPD,QUEENS,Noise - Vehicle,40.75372356377427,-73.91104729292951
DEP,QUEENS,Water System,40.730067341234935,-73.86881018872838
NYPD,BROOKLYN,Animal-Abuse,40.644340547092,-74.00034232714046
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.80143454654757,-73.93443230896085
DOHMH,BROOKLYN,Rodent,40.65662129596871,-73.95806621423951
DOHMH,BROOKLYN,Beach/Pool/Sauna Complaint,40.64633599042687,-74.00188105380566
NYPD,QUEENS,Illegal Parking,40.754323017230035,-73.91617183309492
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.65941517743085,-73.9389835134306
DCA,MANHATTAN,Consumer Complaint,40.720732927194646,-74.00523098219983
NYPD,BRONX,Noise - Street/Sidewalk,40.811680686961324,-73.90667095011895
NYPD,BROOKLYN,Noise - Commercial,40.65160574306663,-73.93309477841366
NYPD,QUEENS,Noise - Residential,40.7520925510192,-73.86285842744331
NYPD,MANHATTAN,Noise - Residential,40.76485410447558,-73.98638321654468
NYPD,BROOKLYN,Noise - Residential,40.69798008108814,-73.93546449073331
NYPD,BROOKLYN,Illegal Parking,40.688415153853896,-73.9845814903911
NYPD,MANHATTAN,Noise - Commercial,40.72723158259581,-73.9844534479317
NYPD,QUEENS,Blocked Driveway,40.704341006361155,-73.87913988505727
DPR,STATEN ISLAND,Violation of Park Rules,40.59579215220138,-74.16747440875966
